Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Parking,Amenities,Appliances,Window Views,The House Has,Links
Stone,No,Not available,5,60 sq.m.,2,1,from 2.7 m,1,Open balcony,Available,Major Renovation,4,Yes,No,By Agreement,1 month,Tavush › Dilijan,"18,000 ֏ daily",AMD,"Բնակարանը կապիտալ նորոգված է բարձրորակ շին. Նյութերով: Տեղադրված է երկաթե դուռ, եվրո պատուհաններ, Ջեռուցվում է գազի կաթսայի միջոցով, ։ Բնակարանն ապահովված է կոմունալ բոլոր հնարավորություններով, Կա կաբելային հեռուստատեսություն, Wi-Fi, սառնարան, անկողնային պարագաներ,Дом расположен на берегу горной реки. Имеет территорию для гостей и автомобильную парковку. Дом в идеальном состоянии, сделан новый ремонт.: Входная дверь металлическая, окна современные пластиковые, отапливается. В квартире есть все необходимые коммунальные услуги Есть. Кабельное ТВ, Wi-Fi, холодильник, постельные принадлежности.",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17786144
Stone,No,Not available,4,71 sq.m.,3,2,from 2.7 m,1,Closed balcony,Available,Designer Renovation,7,Yes,No,By Agreement,By Agreement,"Գայի փողոց, Դիլիջան","35,000 ֏ daily",AMD,"Օրավարձով է տրվում կապիտալ վերանորոգված, կահավորված և ապրելու համար բոլոր հարմարություններով 3 սենյականոց բնակարան Դիլիջան քաղաքի եղևնիների պուրակին հարակից՝ Կաղնու Խաչ կոչվող տարածքում:Հնարավոր է նաև երկարաժամկետ վարձակալության տարբերակով, որի ժամանակ կարող եմ տրամադրել նաև մառանը:Բնակարանում կա երկու ննջարան և հյուրասրահում բացվող երկու բազմոց, միաժամանակ կարող է բնակվել առավելագույնը 4-8 հոգի:‼ Բնակարանը վարձով է տրվում նվազագույնը 4 օրով, 5 և ավել օրվա դեպքում գինը հնարավոր է սակարկել՝ կախված օրերի քանակից:Բնակարանում կան բոլոր հարմարությունները ձեր հանգիստը կազմակերպելու համարWifiՄշտական տաք և սառը ջուրԲոլոր հարմարություններով կահավորված խոհանոց,Հեռուստացույց,Լվացքի մեքենա, փոշեկուլ, արդուկ, վարսահարդարիչ...Շենքի հարևանությամբ կան սուպերմարկետներ.Ուշադրություն! Բնակարանում ծխելը ԽՍՏԻՎ ԱՐԳԵԼՎՈՒՄ Է:Գինը՝ 35 000 դրամՄանրամասների համար գրեք նամակ, կամ զանգահարեք.Сдается посуточной арендой полностью отремонтированная, меблированная 3-комнатная квартира со всеми удобствами в районе еловой рощи, на территории под названием Дубовый Крест в Дилижане.Также возможна аренда на длительный срок. В таком случае, я могу предоставить подвал вместе с квартирой.В квартире две спальни, два раскладывающихся дивана в гостиной. Одновременно могут разместиться до 4-8 человек.‼ Квартира сдается минимум на 4 суток, в случае более 5 суток цена может быть обговорена в зависимости от количества суток.В квартире есть все удобства для организации вашего отдыхаWifiПостоянная горячая и холодная вода,Кухня со всеми удобствами,Телевизор,Стиральная машина, пылесос, утюг, фен...Рядом со зданием есть супермаркеты.Внимание! Курение в квартире СТРОГО ЗАПРЕЩЕНО.Цена 35 000 драмДля подробной информации напишите письмо, или позвоните.",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17076921
Stone,Yes,Not available,5,70 sq.m.,2,1,from 2.6 m,4,Open balcony,Available,Euro Renovation,4,Yes,No,Not included,By Agreement,"Улица Гетапня, Дилижан","300,000 ֏ monthly",AMD,"Здания находится в прекрасном районе города. Вокруг здания находится магазины, супермаркеты, банки, школа, детский сад, парк для прогулки. Квартира находится в идеальном состоянии, постоянно есть свет газ, вода (холодная, тёплая), интернет.",Nov-24-2022_17-52,,,,,,https://list.am/en/item/18372565
Stone,Yes,Available,9,45 sq.m.,2,1,from 3 m,2,Open balcony,,Euro Renovation,,,,,,"Getapnya street, Dilijan station","300,000 ֏ monthly",AMD,Квартира находится в новостройке. Очень удобная. Размещемие до 4 человек. Сдаётся с 17 декабря.,Nov-24-2022_17-52,,,,,,https://list.am/en/item/18223905
Stone,Yes,Not available,4,28 sq.m.,1,1,from 2.8 m,2,Open balcony,,Euro Renovation,,,,,,Tavush › Dilijan,"10,000 ֏ daily",AMD,The apartment is an Idzal vichacumTranslated from Armenian,Nov-24-2022_17-52,,,,,,https://list.am/en/item/18311930
Stone,No,Not available,5,58 sq.m.,3,1,from 2.8 m,2,Not available,,Cosmetic Renovation,,,,,,"Улица Степана Шаумяна 24, Дилижан","15,000 ֏ daily",AMD,"3-room apartment for daily rent (will accommodate 6 people) in Dilijan city, on Shahumyan Street, AMD 15,000. There is wifi, with all utilities, dishes, if desired, a bed will be provided.Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/18067912
Stone,No,Not available,5,40 sq.m.,1,1,from 2.8 m,4,Not available,,Major Renovation,,,,,,Tavush › Dilijan,"190,000 ֏ monthly",AMD,Сдаётся однокомнатная квартира в аренду. После ремонта некто не жил,Nov-24-2022_17-52,,,,,,https://list.am/en/item/17910778
Stone,No,Not available,4,50 sq.m.,2,1,from 2.8 m,1,Not available,,Cosmetic Renovation,,,,,,"Շահումյան փողոց 10, Դիլիջան","200,000 ֏ monthly",AMD,"For more information callIt is for daily rentIt is located on Jrhogher Street, next to the former Manushak cinemaTranslated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17926159
Stone,Yes,Not available,4,80 sq.m.,3,1,from 2.5 m,3,Open balcony,Available,Major Renovation,7,Yes,No,Included,By Agreement,Tavush › Dilijan,"20,000 ֏ daily",AMD,"Code 053:Read the full description of the house, requirements, prepayment rulesAn apartment is for daily rent in Dilijan, in the deer parkThe apartment is for daily rent20,000 drams per dayBedroom: 2 piecesLiving room with 1 open sofaBathroom: 1 pieceOpen balcony with barbecue and bottles; internet, parking, bed linen and towels Kitchen, kitchen appliances, Kitchen utensils heatingMaximum 6 peopleProvisions:+ Entrance 13.00 Exit 12.00+ In case of staying till the evening, the price of 1 day is charged+ ADVANCE PAYMENT is required to book the house.+ In case of cancellation of your reservation, the prepayment is NOT refundable+ Other prepayment cases are subject to consideration (for example, canceling one house and booking another house through us)+ After submitting the prepayment coupon (Viber, WhatsApp or other version) BOOKING IS CONFIRMED.Dear customer, to get acquainted with all our announcements, click on NAME.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code Kod 053Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/13055598
Stone,Yes,Not available,4,60 sq.m.,3,1,from 2.5 m,3,Open balcony,Available,Major Renovation,6,Yes,No,Included,By Agreement,Tavush › Dilijan,"20,000 ֏ daily",AMD,"The building is not newly constructedCode 052ATTENTION!Read the full description of the house, terms and conditions, down payment rulesAn apartment is for daily rent in Dilijan, in the spruce grove20,000 AMD per dayBedroom: 2 pcsLiving room with 1 sofa bedBathroom and bathtub: 1 pcbarbecue with bottles, internet, parking, bed linen and towels Kitchen, kitchen appliances, Kitchenware heatingProvisions+ Entry 13.00 Exit 12.00+ If you stay until evening, the price of 1 more day will be charged+ PREPAYMENT is REQUIRED to reserve the house.+ If you cancel the reservation, the advance payment is NOT refundable+ Other cases related to advance payment are subject to negotiation (eg canceling one house booking another house through us)+ After presenting the advance payment voucher (Viber, WhatsApp or other option) BOOKING IS CONFIRMED.Dear customer, click on the NAME to get acquainted with all our announcements.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code Kod 052Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/12090410
Stone,No,Not available,4,31 sq.m.,1,1,from 2.7 m,2,Open balcony,Available,Euro Renovation,2,Yes,No,Included,By Agreement,"Շահումյան փողոց 13, Դիլիջան","10,000 ֏ daily",AMD,"Newly renovated and cleanApartments on Dilijan Deer (Shahumyan) street, with new furniture and appliances, all apartments have open balconies, equipped with all amenities, only for families, 1 person 5000 AMD, given for a minimum of 2 days,Natsots. Discount included in the packageTranslated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17254395
Stone,No,Not available,4,29 sq.m.,1,1,from 2.6 m,3,Open balcony,Available,Designer Renovation,2,No,No,Included,Without prepayment,Tavush › Dilijan,"8,000 ֏ daily",AMD,"Newly renovated, clean for daily rentApartments on Shahumyan Street in Dilijan (Yeghniner Street) ; The apartments are provided with new property, new modern appliances, openwith balcony, Apartments are given to families only. The price of 1 day for 1 person is 5000 AMD, it is not given for 1 day, at least 2 days, we work By package (price does not change) or by transfer;Dilijan, dilijanum, Dilijan.Translated from Armenian",Nov-24-2022_17-52,OUtdoor parking,"TElevision, internet, parking space","FRidge, stove, coffee maker, washing machine, water heater, hair dryer",STreet view,,https://list.am/en/item/11859881
Stone,No,Not available,3,40 sq.m.,1,1,from 2.8 m,3,Open balcony,,Euro Renovation,3,Yes,No,Not included,1 month,Tavush › Dilijan,"350,000 ֏ monthly",AMD,"Сдаётся однокомнатная квартира с хорошимевроремонтом и красивым видом из окна на горный массив в центре города Дилиджана. Квартира оснащена всеми необходимыми каммуникациями (газ, вода, интернет),(магазины и банки в шаговой доступности), а также всё необходимое для комфортного отдыха и проживания.Квартира сдаётся, как на короткий, так и на длительный срок.По всем вопросам обращайтесь по телефону",Nov-24-2022_17-52,,,,,,https://list.am/en/item/18354350
Stone,No,Not available,4,72 sq.m.,4,1,from 2.5 m,3,Open balcony,,Euro Renovation,,,,,,"Կամարինի փողոց 27, Դիլիջան","250,000 ֏ monthly",AMD,"A 4-room (completely renovated) house is for rent in Dilijan, it is located in the neighborhood of the firs, it is furnished, there is a soldering machine, a refrigerator, a heating system and Wi-Fi connection. It has an open balcony with a beautiful view of the fir trees. Available for daily rent and long term.Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/18221758
Stone,No,Not available,3,100 sq.m.,4,1,from 2.8 m,2,Open balcony,Not available,Major Renovation,7,Yes,Yes,Not included,By Agreement,"Մյասնիկյան փողոց 78, Դիլիջան","15,000 ֏ daily",AMD,"In the center of Dilijan city, on Myasnikyan street, an apartment is for rent.Available: Free Wi-fi, refrigerator, gas stove, washing machine, barbecue, parking lot.The apartment is heated with BAXI heating system.Bedding and dishes are provided to the guests.There are grocery stores, supermarkets, pharmacy, banks nearby.A pavilion (besetka) on the bank of the river is provided free of charge to those who wish.Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/18066052
Panels,No,Available,9,76 sq.m.,3,1,from 2.75 m,5,Open balcony,,Major Renovation,5,Yes,No,Included,Without prepayment,"Գետափնյա փողոց 4, Դիլիջան","15,000 ֏ daily",AMD,"Address: City of Dilijan, Getapnya 4.The apartment has all the necessary facilities:• Open balcony, Beautiful view• High-speed Internet WI - FI,• Hot and cold water,• Heating system: BAXI,• Gas, gas stove, gas stove,• Refrigerator,• Automatic washing machine,• Dishes, linens,• Iron door.The price for 1 day is:1 person - 17,000 AMD2 persons - AMD 17,0003 persons - AMD 25,0004 people - AMD 30,0005 people - AMD 35,000For a minimum booking of 2 days, the cost of 1 day is:1 person - 15,000 AMD2 persons - AMD 15,0003 persons - AMD 23,0004 people - 28,000 AMD5 people - AMD 32,000For a minimum booking of 3 days, the cost of 1 day is:1 person - 15,000 AMD2 persons - AMD 15,0003 persons - 21,000 AMD4 people - 26,000 AMD5 people - AMD 30,000If you book for a minimum of 5 days, the cost of 1 day is:1 person - 15,000 AMD2 persons - AMD 15,0003 persons - AMD 20,0004 people - 24,000 AMD5 people - 28,000 AMDThe apartment is located in the best district of Dilijan, on the bank of Aghstev riverCombine rest and workThere is a park in the neighborhood, where all conditions are created for recreation in the fresh air for adults, youth and children. Fans of extreme recreation can enjoy extreme recreation in the newly opened Verev Paran Park in the park. To visit this park, you will not need to use any means of transport, which is important for everyone today.We can also arrange your arrival in Dilijan from anywhere (car KIA FORTE)Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17268073
Panels,No,Available,9,62 sq.m.,2,1,from 2.75 m,2,Closed balcony,Available,Major Renovation,3,Yes,No,Not included,1 month,Tavush › Dilijan,"130,000 ֏ monthly",AMD,"Квартира сдаём на длительный срок, есть мебель, стиральная машина, холодильник, отопительная система.Квартира находиться в центре города, ул. ГЕТАПНЯ, рядом школа, садик, парк. Цена за длит. Срок, а до 6 месяц 150000 драм",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17864069
Stone,Yes,Not available,3,400 sq.m.,8+,3+,from 3 m,1,Open balcony,Available,Designer Renovation,8+,Yes,No,Included,By Agreement,Tavush › Dilijan,"7,000 ֏ daily",AMD,"Guest house ""Hello""All options are separate, unrelated to each other, each with its own yard and amenitiesOne-bedroom apartment /2 people/ - 15,000 dinarsTwo bedrooms /4 + 2 people/ - 40,000 dinarsThree bedrooms /8 + 2 people/ - 60,000 dinarsFive bedrooms /12 + 4 people/ - 150,000 dinarsPrivate house / guest house for rent, close to the city center and the forest. You can organize a trip to the forest and enjoy rest in the lap of nature. The guest house has all utilities, free parking (10 + cars), children's playground.Pharmacy and grocery stores in immediate vicinity.We will send the detailed pictures to your personal number, you can see the location on the google map.Translated from Armenian",Nov-24-2022_17-52,OUtdoor parking,"TElevision, air conditioner, internet, parking space","FRidge, stove, coffee maker, washing machine, water heater, iron","YArd view, street view, city view, park view","COncierge, playground",https://list.am/en/item/17456890
Stone,No,Not available,4,50 sq.m.,3,1,from 2.7 m,1,Closed balcony,Available,Euro Renovation,6,Yes,No,Included,Without prepayment,"Myasnikyan St, Dilijan","10,000 ֏ daily",AMD,"The apartment is fully renovated, has all the communal facilities, is furnished with new, comfortable furniture, a beautiful view of the deer opens from the window, has constant hot and cold water. The apartment is located near the deer. There is a children's playground in the area, it is close to the supermarket. It is also for long-term rent. It is intended for 3-4 people. The cost of 1 day is 10000 AMD, in case of 3 or more days there is a discount.Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/14784430
Stone,Yes,Not available,2,200 sq.m.,4,1,from 3 m,2,Multiple balconies,,Major Renovation,8+,Yes,No,Included,By Agreement,"Myasnikyan street, Dilijan station","7,000 ֏ daily",AMD,"Տրվում է օրավարձով կապիտալ վերանորոգված 4 սենյականոց բնակարան: Տունը նախատեսված է 8_10 հոգու համար (1 անձը -5000 դրամ) ։Ունի մեծ պատշգամբ, այգի, խորովածանոց։ Բնակարանում առկա է `• Մշտական տաք և սառը ջուր,• 1 հեռուստացույց, Internet, Wi-Fi• Գազ, Սառնարան, սպասք, ավտոմատ լվացքի մեքենա, արդուկ, ֆեն։ Ամանորին 7 օրվա արժեքը կազմում է 300000 դրամ։ Հարցերի դեպքում զանգահարել ։",Nov-24-2022_17-52,,,,,,https://list.am/en/item/13948261
Panels,Yes,Not available,3,95 sq.m.,3,1,from 3 m,3,Open balcony,,Euro Renovation,,,,,,"Moldovakan street, Dilijan station","150,000 ֏ monthly",AMD,Completely newly furnished with all amenitiesTranslated from Armenian,Nov-24-2022_17-52,,,,,,https://list.am/en/item/17632141
Panels,No,Not available,5,100 sq.m.,3,1,from 3 m,1,Not available,,Designer Renovation,,,,,,Tavush › Dilijan,"5,000 ֏ daily",AMD,3-room apartment is for rent on Shahumyan street (deer district) with all communal amenities.Translated from Armenian,Nov-24-2022_17-52,,,,,,https://list.am/en/item/17614680
Stone,No,Not available,3,1200 sq.m.,8+,3+,from 2.8 m,3,Multiple balconies,Available,Cosmetic Renovation,8+,Yes,Yes,Included,By Agreement,"Kamo Street 137, Dilijan","15,000 ֏ daily",AMD,"One room is intended for 3-4 people, heating, constant hot-cold water, tv, refrigerator, all rooms are 2-room, according to the days, there will be discounts on the number of rooms.Wifi, tennis, pavilions, parkingHouse, guest house, rest house, private house, Dilijan, house for daily rent, rest in DilijanThree-storey stone townhouse in Dilijan, 1000 sq. M. Մ. , 3 + bathrooms, large plot/ item / 11511076:Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17123262
Panels,No,Not available,4,70 sq.m.,3,2,from 2.7 m,3,Closed balcony,,Euro Renovation,3,No,No,By Agreement,By Agreement,"Գայի փողոց 76, Դիլիջան","200,000 ֏ monthly",AMD,"The apartment is located in DilijanIf you have any questions, call the indicated phone numberapartment address oak crossgai 80 apt 23Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17517040
Stone,No,Available,8,70 sq.m.,3,1,from 3 m,5,Closed balcony,,Euro Renovation,4,Yes,No,Not included,1 month,"Myasnikyan street, Dilijan station",$500 monthly,USD,For more information callCode 5566Translated from Armenian,Nov-24-2022_17-52,,,,,,https://list.am/en/item/17815011
Stone,No,Not available,4,40 sq.m.,1,1,from 2.8 m,2,Open balcony,Available,Partial Renovation,3,Yes,No,Included,By Agreement,"Շահումյան փողոց 26, Դիլիջան","8,000 ֏ daily",AMD,"Daily rent apartment in DilijanThe apartment is located on Shahumyan (Eghevniner) street.The apartment has all utilities, it is rented only on a daily basis.Check-in at 14:00Departure at 12:00Translated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/16274828
Stone,No,Not available,4,97 sq.m.,3,1,from 2.8 m,2,Multiple balconies,,Major Renovation,,,,,,"Myasnikyan street, Dilijan station","350,000 ֏ monthly",AMD,"Сдаётся трёхкомнатная квартира в центре Дилижана напротив супермаркета циран (ул. Мясникяна 78) полностью отремонтирована со всеми удобствамидва открытых балкона (прекрасный вид)мангалавтономное отоплениетёплый пол в ваннойгорячая водагазэлектричествоинтернеттвПостельные принадлежностиУтюгПосудаПылесосХолодильникСтиральная машинарядом находятся площадь города, фонтаны, амфитеатор, два супермаркета, три банка, различные магазины, компьютерный центр, школаСтоимость за месяц от 300 000 до 350 000др цена зависит от количество жильцов и длительности проживания.",Nov-24-2022_17-52,,,,,,https://list.am/en/item/18365626
Stone,No,Not available,5,35 sq.m.,2,1,from 3.5 m,1,Closed balcony,Available,Major Renovation,3,Yes,No,By Agreement,By Agreement,"Getapnya street, Dilijan station","10,000 ֏ daily",AMD,"2-room apartment is for rent on Getapnya street, 35 sq. M. M, high upTranslated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/17669207
Stone,No,Not available,2,60 sq.m.,2,1,from 2.5 m,1,Open balcony,,Designer Renovation,2,No,No,Included,By Agreement,Tavush › Dilijan,"10,000 ֏ daily",AMD,"Newly renovated apartments for daily rent on Yeghniner Street, Dilijan, with new furniture and appliances, only for clean-loving families, not for 1 day, starting from 2 days, in case of long-term stay there will be discounts, 5000 AMD per person, also with social package or transfer, I am not an agency, we operate in the tax fieldTranslated from Armenian",Nov-24-2022_17-52,,,,,,https://list.am/en/item/13311505
